{0: 'ReplicaExchange_SwapSuccessRatio', 1: 'ReplicaExchange_CurrentTemp', 2: 'score', 3: 'ReplicaExchange_MaxTempFrequency', 4: 'ReplicaExchange_MinTempFrequency', 'STAT2HEADER': 'STAT2HEADER', 'STAT2HEADER_IMP_VERSIONS': "{'PMI_VERSION': '2.11.1', 'IMP_VERSION': '2.11.1'}", 'STAT2HEADER_ENVIRON': "{'CPPFLAGS': '-D_FORTIFY_SOURCE=2 -mmacosx-version-min=10.9', 'CONDA_PYTHON_EXE': '/Users/saltzberg/swr/anaconda3/bin/python', 'REDO_PREBINDING': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-redo_prebinding', '_CONDA_PYTHON_SYSCONFIGDATA_NAME': '_sysconfigdata_x86_64_apple_darwin13_4_0', 'SEG_HACK': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-seg_hack', 'CLANG': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-clang', 'LC_TERMINAL_VERSION': '3.3.7beta4', '_CE_CONDA': '', 'TERM_PROGRAM_VERSION': '3.3.7beta4', 'LD': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-ld', 'CXXFLAGS': '-march=core2 -mtune=haswell -mssse3 -ftree-vectorize -fPIC -fPIE -fstack-protector-strong -O2 -pipe -stdlib=libc++ -fvisibility-inlines-hidden -std=c++14 -fmessage-length=0', 'COLORTERM': 'truecolor', 'LOGNAME': 'saltzberg', 'USER': 'saltzberg', 'XPC_SERVICE_NAME': '0', 'HOME': '/Users/saltzberg', 'PATH': '/Users/saltzberg/swr/anaconda3/bin:/Users/saltzberg/swr/anaconda3/condabin:/usr/local/sbin:/usr/local/bin:/usr/bin:/bin:/usr/sbin:/sbin:/Library/TeX/texbin:/usr/local/MacGPG2/bin:/opt/X11/bin:/Applications/ATSAS/bin', 'CONDA_DEFAULT_ENV': 'base', 'DISPLAY': '/private/tmp/com.apple.launchd.dUjEFv0Ugp/org.macosforge.xquartz:0', 'INSTALL_NAME_TOOL': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-install_name_tool', 'OTOOL': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-otool', 'LC_TERMINAL': 'iTerm2', 'TERM': 'xterm-256color', 'Apple_PubSub_Socket_Render': '/private/tmp/com.apple.launchd.Zp4iEB9E2j/Render', 'COLORFGBG': '7;0', 'NM': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-nm', 'VERSIONER_PYTHON_VERSION': '2.7', 'SHLVL': '1', 'VERSIONER_PYTHON_PREFER_32_BIT': 'no', 'CONDA_PREFIX': '/Users/saltzberg/swr/anaconda3', 'XPC_FLAGS': '0x0', 'ITERM_SESSION_ID': 'w0t1p0:05A05974-D6B9-4470-8A03-B43555B2CE0C', '_': '/usr/bin/python', 'LDFLAGS': '-Wl,-pie -Wl,-headerpad_max_install_names -Wl,-dead_strip_dylibs', 'STRIP': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-strip', 'CONDA_BACKUP_HOST': 'x86_64-apple-darwin13.4.0', 'TERM_PROGRAM': 'iTerm.app', 'LDFLAGS_LD': '-pie -headerpad_max_install_names -dead_strip_dylibs', 'DEBUG_CXXFLAGS': '-march=core2 -mtune=haswell -mssse3 -ftree-vectorize -fPIC -fPIE -fstack-protector-strong -O2 -pipe -stdlib=libc++ -fvisibility-inlines-hidden -std=c++14 -fmessage-length=0 -Og -g -Wall -Wextra', 'LANG': 'en_US.UTF-8', 'TERM_SESSION_ID': 'w0t1p0:05A05974-D6B9-4470-8A03-B43555B2CE0C', 'CODESIGN_ALLOCATE': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-codesign_allocate', 'DEBUG_CFLAGS': '-march=core2 -mtune=haswell -mssse3 -ftree-vectorize -fPIC -fPIE -fstack-protector-strong -O2 -pipe -Og -g -Wall -Wextra', 'CHECKSYMS': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-checksyms', 'CC': 'x86_64-apple-darwin13.4.0-clang', 'SSH_AUTH_SOCK': '/private/tmp/com.apple.launchd.MeWd4ESXdE/Listeners', 'NMEDIT': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-nmedit', 'LIPO': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-lipo', 'CONDA_PROMPT_MODIFIER': '(base) ', 'HOST': 'x86_64-apple-darwin13.4.0', 'SHELL': '/bin/bash', 'CLANGXX': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-clang++', '_CE_M': '', 'ITERM_PROFILE': 'Default', 'CONDA_SHLVL': '1', 'RANLIB': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-ranlib', 'STRINGS': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-strings', 'TMPDIR': '/var/folders/bh/nj3733v51bs4hbwhf0jd_lrr0000gn/T/', 'SIZE': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-size', 'PAGESTUFF': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-pagestuff', 'SEG_ADDR_TABLE': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-seg_addr_table', 'INDR': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-indr', 'CXX': 'x86_64-apple-darwin13.4.0-clang++', 'CONDA_BUILD_SYSROOT': '/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX10.13.sdk', 'OLDPWD': '/Users/saltzberg/salilab/repositories/actin_tutorial', 'AS': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-as', '__CF_USER_TEXT_ENCODING': '0x1F5:0x0:0x0', 'PWD': '/Users/saltzberg/salilab/repositories/actin_tutorial/modeling', 'AR': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-ar', 'LIBTOOL': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-libtool', 'CFLAGS': '-march=core2 -mtune=haswell -mssse3 -ftree-vectorize -fPIC -fPIE -fstack-protector-strong -O2 -pipe', 'SEGEDIT': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-segedit', 'CONDA_EXE': '/Users/saltzberg/swr/anaconda3/bin/conda'}"} 
{0: '0', 1: '1.0', 2: 431.2957416386273, 3: '0', 4: '0'} 
{0: '0.0', 1: '1.0', 2: 424.1169736194719, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 426.20956229197833, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 428.223403119636, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 421.2535078073614, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 420.7752675564861, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 416.2848929886793, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 421.50488310371463, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 419.5441232471829, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 417.7387106146563, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 420.8675761872438, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 427.98102982904334, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 422.11882341883984, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 426.1051209838269, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 425.0311908290867, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 430.08590451467245, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 437.7275466096626, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 436.4387032588803, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 434.3637515737969, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 435.1466137972696, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 430.3893636874353, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 422.72046876719037, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 422.8479059017228, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 423.769257105827, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 426.06930470403097, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 434.33434314888524, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 440.24754412016796, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 444.38088767246927, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 433.4175283775151, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 429.818692184908, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 432.1512335176602, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 437.6154381827155, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 432.02765828155106, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 428.8244879516569, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 430.984604632653, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 431.2159070731472, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 435.9967927726967, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 432.435995058216, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 437.8503138590136, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 433.8680165734184, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 438.17258569160333, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 435.98890790976947, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 434.24499534963013, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 431.05064940861405, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 430.7532475716863, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 424.9312727151364, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 424.5725675050254, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 430.8940109261181, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 427.41954426492856, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 434.6828108564788, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 439.58545905028626, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 422.26122975946305, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 420.6614989363463, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 429.9711522241712, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 426.5567098910008, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 430.39920518455824, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 436.29737867382073, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 428.81754751273746, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 426.3724790926936, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 423.80192843838364, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 423.6209654325871, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 428.8298314693636, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 427.0728433304421, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 425.9736740176755, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 430.1979793058448, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 426.33876643768815, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 425.4952769598998, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 420.45993999039786, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 425.27624132801924, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 433.8082232416643, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 431.5316279092694, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 426.6826534449198, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 423.13284062696107, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 427.4240579729598, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 424.9545700085792, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 423.69178539746156, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 420.4590776878633, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 424.9202421380111, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 424.31271763567406, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 422.2766263345785, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 419.92298514506496, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 417.2252747993656, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 418.75821147172377, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 420.53177494421425, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 419.55223362201264, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 416.8055066737989, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 421.4551344723548, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 427.15538106263523, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 426.39434303848464, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 428.45350057063007, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 432.79498380346143, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 431.6183154717113, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 435.49053947838365, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 433.1989259525194, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 439.740660375317, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 436.50298783448477, 3: '0.0', 4: '1.0'} 
