{0: 'ReplicaExchange_SwapSuccessRatio', 1: 'ReplicaExchange_CurrentTemp', 2: 'score', 3: 'ReplicaExchange_MaxTempFrequency', 4: 'ReplicaExchange_MinTempFrequency', 'STAT2HEADER': 'STAT2HEADER', 'STAT2HEADER_IMP_VERSIONS': "{'PMI_VERSION': '2.11.1', 'IMP_VERSION': '2.11.1'}", 'STAT2HEADER_ENVIRON': "{'CPPFLAGS': '-D_FORTIFY_SOURCE=2 -mmacosx-version-min=10.9', 'CONDA_PYTHON_EXE': '/Users/saltzberg/swr/anaconda3/bin/python', 'REDO_PREBINDING': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-redo_prebinding', '_CONDA_PYTHON_SYSCONFIGDATA_NAME': '_sysconfigdata_x86_64_apple_darwin13_4_0', 'SEG_HACK': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-seg_hack', 'CLANG': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-clang', 'LC_TERMINAL_VERSION': '3.3.7beta4', '_CE_CONDA': '', 'TERM_PROGRAM_VERSION': '3.3.7beta4', 'LD': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-ld', 'CXXFLAGS': '-march=core2 -mtune=haswell -mssse3 -ftree-vectorize -fPIC -fPIE -fstack-protector-strong -O2 -pipe -stdlib=libc++ -fvisibility-inlines-hidden -std=c++14 -fmessage-length=0', 'COLORTERM': 'truecolor', 'LOGNAME': 'saltzberg', 'USER': 'saltzberg', 'XPC_SERVICE_NAME': '0', 'HOME': '/Users/saltzberg', 'PATH': '/Users/saltzberg/swr/anaconda3/bin:/Users/saltzberg/swr/anaconda3/condabin:/usr/local/sbin:/usr/local/bin:/usr/bin:/bin:/usr/sbin:/sbin:/Library/TeX/texbin:/usr/local/MacGPG2/bin:/opt/X11/bin:/Applications/ATSAS/bin', 'CONDA_DEFAULT_ENV': 'base', 'DISPLAY': '/private/tmp/com.apple.launchd.dUjEFv0Ugp/org.macosforge.xquartz:0', 'INSTALL_NAME_TOOL': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-install_name_tool', 'OTOOL': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-otool', 'LC_TERMINAL': 'iTerm2', 'TERM': 'xterm-256color', 'Apple_PubSub_Socket_Render': '/private/tmp/com.apple.launchd.Zp4iEB9E2j/Render', 'COLORFGBG': '7;0', 'NM': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-nm', 'VERSIONER_PYTHON_VERSION': '2.7', 'SHLVL': '1', 'VERSIONER_PYTHON_PREFER_32_BIT': 'no', 'CONDA_PREFIX': '/Users/saltzberg/swr/anaconda3', 'XPC_FLAGS': '0x0', 'ITERM_SESSION_ID': 'w0t1p0:05A05974-D6B9-4470-8A03-B43555B2CE0C', '_': '/usr/bin/python', 'LDFLAGS': '-Wl,-pie -Wl,-headerpad_max_install_names -Wl,-dead_strip_dylibs', 'STRIP': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-strip', 'CONDA_BACKUP_HOST': 'x86_64-apple-darwin13.4.0', 'TERM_PROGRAM': 'iTerm.app', 'LDFLAGS_LD': '-pie -headerpad_max_install_names -dead_strip_dylibs', 'DEBUG_CXXFLAGS': '-march=core2 -mtune=haswell -mssse3 -ftree-vectorize -fPIC -fPIE -fstack-protector-strong -O2 -pipe -stdlib=libc++ -fvisibility-inlines-hidden -std=c++14 -fmessage-length=0 -Og -g -Wall -Wextra', 'LANG': 'en_US.UTF-8', 'TERM_SESSION_ID': 'w0t1p0:05A05974-D6B9-4470-8A03-B43555B2CE0C', 'CODESIGN_ALLOCATE': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-codesign_allocate', 'DEBUG_CFLAGS': '-march=core2 -mtune=haswell -mssse3 -ftree-vectorize -fPIC -fPIE -fstack-protector-strong -O2 -pipe -Og -g -Wall -Wextra', 'CHECKSYMS': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-checksyms', 'CC': 'x86_64-apple-darwin13.4.0-clang', 'SSH_AUTH_SOCK': '/private/tmp/com.apple.launchd.MeWd4ESXdE/Listeners', 'NMEDIT': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-nmedit', 'LIPO': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-lipo', 'CONDA_PROMPT_MODIFIER': '(base) ', 'HOST': 'x86_64-apple-darwin13.4.0', 'SHELL': '/bin/bash', 'CLANGXX': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-clang++', '_CE_M': '', 'ITERM_PROFILE': 'Default', 'CONDA_SHLVL': '1', 'RANLIB': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-ranlib', 'STRINGS': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-strings', 'TMPDIR': '/var/folders/bh/nj3733v51bs4hbwhf0jd_lrr0000gn/T/', 'SIZE': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-size', 'PAGESTUFF': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-pagestuff', 'SEG_ADDR_TABLE': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-seg_addr_table', 'INDR': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-indr', 'CXX': 'x86_64-apple-darwin13.4.0-clang++', 'CONDA_BUILD_SYSROOT': '/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX10.13.sdk', 'OLDPWD': '/Users/saltzberg/salilab/repositories/actin_tutorial', 'AS': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-as', '__CF_USER_TEXT_ENCODING': '0x1F5:0x0:0x0', 'PWD': '/Users/saltzberg/salilab/repositories/actin_tutorial/modeling', 'AR': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-ar', 'LIBTOOL': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-libtool', 'CFLAGS': '-march=core2 -mtune=haswell -mssse3 -ftree-vectorize -fPIC -fPIE -fstack-protector-strong -O2 -pipe', 'SEGEDIT': '/Users/saltzberg/swr/anaconda3/bin/x86_64-apple-darwin13.4.0-segedit', 'CONDA_EXE': '/Users/saltzberg/swr/anaconda3/bin/conda'}"} 
{0: '0', 1: '1.0', 2: 461.5919808055053, 3: '0', 4: '0'} 
{0: '0.0', 1: '1.0', 2: 416.55525038679264, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 412.57650642846033, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 418.2918166068097, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 419.5358437766885, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 421.77955780702524, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 418.6636588264506, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 423.93067227101295, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 425.3941914299967, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 424.6932242713924, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 426.84093216994034, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 423.6531118912881, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 421.79179058722923, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 424.8033390855686, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 423.9375025255114, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 419.15468259795506, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 418.64417847975193, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 431.8852053170837, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 428.4618221257702, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 413.8077472680952, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 413.2322469016816, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 416.2093239999213, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 416.26245815653004, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 411.72519447790825, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 405.5287093419265, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 404.3550128965335, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 404.2495915369584, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 405.0466317402978, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 410.2382712039759, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 411.8313359922282, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 421.90865904206055, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 417.3786943088061, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 410.2694074800254, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 407.40712153820465, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 410.2422707609819, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 408.89045058087, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 410.73807007354014, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 408.73483988023645, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 406.72442411188723, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 405.103432244784, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 402.85083357157714, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 399.99211444010007, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 400.5514391018446, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 400.1913073160713, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 400.0893886525501, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 398.85146123505086, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 401.4763559553672, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 405.7566405267553, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 406.43790618327927, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 400.97544150552005, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 410.6254793717826, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 413.5363833124997, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 407.0746057390577, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 405.4898609348078, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 405.3315856665978, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 403.4407434055546, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 409.70281136711606, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 404.184470468544, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 401.3152106382885, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 401.6944024783173, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 408.3800110104785, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 406.3909711617939, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 402.4198159776887, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 408.1968958277512, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 405.48979826906475, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 409.3121586887406, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 408.47599491706694, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 414.37501872277676, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 413.9373733801367, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 414.91683120487255, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 411.1460135348907, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 406.63282003099056, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 404.3641712642298, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 405.8507189368366, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 409.7443060785139, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 406.82256219045865, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 410.79017189026166, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 408.05282168087524, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 412.2725499572084, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 406.7591344677552, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 402.03001699039237, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 401.8851539870658, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 408.6893032001476, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 405.0474930870862, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 408.3297192220992, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 410.3317656846758, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 409.59182086369896, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 406.75265024203105, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 409.29146040382875, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 414.9485307062343, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 412.7922658196188, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 406.05881534020426, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 413.7035562713596, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 412.90804178004856, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 404.30281868319844, 3: '0.0', 4: '1.0'} 
{0: '0.0', 1: '1.0', 2: 399.9064299530883, 3: '0.0', 4: '1.0'} 
